ip,lat,lon,city,country
94.54.53.26,39.9199,32.8543,Ankara,TR
109.228.241.251,37.025,36.6306,İslahiye,TR
81.214.18.180,40.8389,31.1639,Düzce,TR
176.240.102.19,37.8713,32.4846,Konya,TR
162.120.187.254,41.0138,28.9497,Istanbul,TR
74.125.215.226,41.2563,-95.9404,Omaha,US
188.119.21.16,36.9081,30.6956,Antalya,TR
94.121.90.171,38.7322,35.4853,Kayseri,TR
188.150.43.130,59.3268,18.3897,Gustavsberg,SE
31.56.56.85,-6.5944,106.7892,Bogor,ID
37.28.159.238,54.3523,18.6491,Gdańsk,PL
66.102.9.204,60.5697,27.1979,Hamina,FI
94.54.180.105,41.0138,28.9497,Istanbul,TR
66.249.83.108,35.2271,-80.8431,Charlotte,US
85.106.0.228,40.6533,35.8331,Amasya,TR
46.1.29.125,37.1671,38.7939,Şanlıurfa,TR
162.120.187.223,41.0138,28.9497,Istanbul,TR
66.249.84.140,45.5946,-121.1787,The Dalles,US
66.249.83.107,38.9687,-77.3411,Reston,US
66.102.8.173,33.1963,-80.0143,Moncks Corner,US
85.108.55.110,39.9199,32.8543,Ankara,TR
66.249.83.109,35.2271,-80.8431,Charlotte,US
188.119.54.164,41.0138,28.9497,Istanbul,TR
78.186.104.228,37.7339,27.2928,Davutlar,TR
74.125.208.13,53.33,6.9181,Delfzijl,NL
37.28.156.228,54.3523,18.6491,Gdańsk,PL
74.125.213.44,33.749,-84.388,Atlanta,US
78.163.65.220,41.3781,33.7753,Kastamonu,TR
212.175.130.20,41.0138,28.9497,Istanbul,TR
66.102.8.171,33.1963,-80.0143,Moncks Corner,US
178.233.89.47,41.0138,28.9497,Istanbul,TR
162.120.187.94,41.0138,28.9497,Istanbul,TR
66.249.84.139,45.5946,-121.1787,The Dalles,US
78.190.132.11,40.8028,29.4307,Gebze,TR
66.102.9.205,60.5697,27.1979,Hamina,FI
85.107.145.70,39.4242,29.9833,Kütahya,TR
74.125.213.45,33.749,-84.388,Atlanta,US
78.162.46.71,36.9081,30.6956,Antalya,TR
95.173.235.199,37.1671,38.7939,Şanlıurfa,TR
95.65.135.213,41.0138,28.9497,Istanbul,TR
95.0.67.81,39.9199,32.8543,Ankara,TR
74.125.210.173,33.1963,-80.0143,Moncks Corner,US
82.222.167.250,39.9199,32.8543,Ankara,TR
85.153.235.178,37.0594,37.3825,Gaziantep,TR
176.55.210.86,41.0138,28.9497,Istanbul,TR
188.150.14.254,59.6162,16.5528,Västerås,SE
74.125.215.225,41.2563,-95.9404,Omaha,US
74.125.215.227,41.2563,-95.9404,Omaha,US
46.1.29.119,37.5847,36.9264,Kahramanmaraş,TR
188.3.64.33,38.3502,38.3167,Malatya,TR
46.1.253.228,36.9862,35.3253,Adana,TR
109.228.221.124,37.0594,37.3825,Gaziantep,TR
213.149.145.169,41.5667,23.7333,Gotse Delchev,BG
46.196.209.67,37.8713,32.4846,Konya,TR
74.125.210.171,33.1963,-80.0143,Moncks Corner,US
66.102.9.203,60.5697,27.1979,Hamina,FI
74.125.213.43,33.749,-84.388,Atlanta,US
93.185.162.10,-6.2146,106.8451,Jakarta,ID
176.240.100.164,37.8713,32.4846,Konya,TR
193.140.142.177,38.3502,38.3167,Malatya,TR
66.249.84.141,45.5946,-121.1787,The Dalles,US
93.185.162.14,-6.2146,106.8451,Jakarta,ID
74.125.208.12,53.33,6.9181,Delfzijl,NL
37.130.68.82,36.9862,35.3253,Adana,TR
78.174.216.186,39.9086,41.2769,Erzurum,TR
188.132.160.11,41.2826,31.4181,Ereğli,TR
78.175.48.26,39.9199,32.8543,Ankara,TR
74.125.210.172,33.1963,-80.0143,Moncks Corner,US
217.93.218.119,48.7035,9.6521,Göppingen,DE
95.208.173.227,48.7823,9.177,Stuttgart,DE
85.153.237.89,36.9862,35.3253,Adana,TR
72.14.199.203,45.5946,-121.1787,The Dalles,US
66.102.8.172,33.1963,-80.0143,Moncks Corner,US
165.22.244.223,1.3215,103.6957,Singapore,SG
74.125.208.14,53.33,6.9181,Delfzijl,NL
72.14.201.39,41.0138,28.9497,Istanbul,TR
176.232.198.177,38.4127,27.1384,İzmir,TR
134.96.225.7,49.277,7.1167,Sankt Ingbert,DE
81.215.105.125,39.9199,32.8543,Ankara,TR
185.25.103.41,41.0138,28.9497,Istanbul,TR
88.230.42.62,38.7322,35.4853,Kayseri,TR
91.198.61.130,37.0594,37.3825,Gaziantep,TR
162.120.188.95,41.0138,28.9497,Istanbul,TR
157.167.128.180,51.5085,-0.1257,London,GB
78.173.51.32,38.4946,43.3832,Van,TR
178.233.165.48,40.1956,29.0601,Bursa,TR
188.3.64.150,38.3502,38.3167,Malatya,TR
193.186.4.39,41.0138,28.9497,Istanbul,TR
162.120.187.95,41.0138,28.9497,Istanbul,TR
167.71.158.253,37.3483,-121.9844,Santa Clara,US
193.186.4.37,41.0138,28.9497,Istanbul,TR
162.120.188.94,41.0138,28.9497,Istanbul,TR
72.14.201.38,41.0138,28.9497,Istanbul,TR
159.203.143.111,40.8344,-74.1377,Clifton,US
155.254.40.28,52.374,4.8897,Amsterdam,NL
88.236.160.168,37.9136,40.2172,Diyarbakır,TR
88.244.80.189,39.9199,32.8543,Ankara,TR
46.1.110.128,36.5872,36.1735,İskenderun,TR
78.190.239.60,40.1555,26.4127,Çanakkale,TR
95.2.9.16,41.0138,28.9497,Istanbul,TR
162.120.188.254,41.0138,28.9497,Istanbul,TR
78.190.31.132,39.7767,30.5206,Eskişehir,TR
176.236.86.178,37.0594,37.3825,Gaziantep,TR
94.235.252.81,36.9862,35.3253,Adana,TR
193.186.4.38,41.0138,28.9497,Istanbul,TR
162.120.188.223,41.0138,28.9497,Istanbul,TR
88.232.36.93,36.5872,36.1735,İskenderun,TR
95.70.140.195,41.0138,28.9497,Istanbul,TR
78.175.173.85,38.3725,34.0254,Aksaray,TR
95.9.120.253,36.9862,35.3253,Adana,TR
176.220.18.160,39.9086,41.2769,Erzurum,TR
31.143.63.2,41.0138,28.9497,Istanbul,TR
81.215.238.240,41.0138,28.9497,Istanbul,TR
104.28.62.43,52.5244,13.4105,Berlin,DE
78.182.131.6,41.0138,28.9497,Istanbul,TR
52.169.163.209,53.3331,-6.2489,Dublin,IE
195.155.120.8,40.917,38.3874,Giresun,TR
199.47.82.21,45.5234,-122.6762,Portland,US
52.169.163.128,53.3331,-6.2489,Dublin,IE
162.120.188.222,41.0138,28.9497,Istanbul,TR
195.175.32.78,40.765,29.9293,İzmit,TR
85.96.204.125,37.8713,32.4846,Konya,TR
176.220.3.147,37.0547,35.2757,Kurttepe,TR
24.160.144.165,29.5688,-97.9647,Seguin,US
37.155.166.115,37.9136,40.2172,Diyarbakır,TR
31.223.87.71,41.0138,28.9497,Istanbul,TR
5.176.156.82,39.9199,32.8543,Ankara,TR
88.230.156.220,38.4127,27.1384,İzmir,TR
88.235.233.19,37.0594,37.3825,Gaziantep,TR
176.219.40.142,41.0138,28.9497,Istanbul,TR
46.197.168.225,38.4127,27.1384,İzmir,TR
95.70.178.62,41.0138,28.9497,Istanbul,TR
94.235.114.91,38.7322,35.4853,Kayseri,TR
176.55.15.121,41.0138,28.9497,Istanbul,TR
46.196.248.47,41.0138,28.9497,Istanbul,TR
37.155.180.155,37.9136,40.2172,Diyarbakır,TR
94.55.52.48,41.0138,28.9497,Istanbul,TR
85.98.110.47,39.4242,29.9833,Kütahya,TR
66.249.89.107,33.1963,-80.0143,Moncks Corner,US
78.168.20.68,39.9086,41.2769,Erzurum,TR
88.230.251.82,40.8028,29.4307,Gebze,TR
85.107.129.43,41.0138,28.9497,Istanbul,TR
176.220.128.149,38.4127,27.1384,İzmir,TR
88.234.221.5,37.7644,30.5522,Isparta,TR
212.174.24.2,41.0138,28.9497,Istanbul,TR
176.235.75.4,40.1956,29.0601,Bursa,TR
176.233.24.61,39.9199,32.8543,Ankara,TR
172.93.148.190,42.8865,-78.8784,Buffalo,US
85.99.145.59,37.7742,29.0875,Denizli,TR
193.140.250.144,38.3229,26.764,Urla,TR
172.93.148.182,42.8865,-78.8784,Buffalo,US
85.153.239.23,36.812,34.6389,Mersin,TR
5.229.1.176,36.9862,35.3253,Adana,TR
91.56.170.235,50.7411,8.287,Dillenburg,DE
45.11.43.151,39.7767,30.5206,Eskişehir,TR
78.166.89.174,37.0594,37.3825,Gaziantep,TR
23.137.105.229,39.13,-94.5622,North Kansas City,US
146.190.87.139,1.3215,103.6957,Singapore,SG
176.237.109.31,39.9199,32.8543,Ankara,TR
83.185.33.203,59.3294,18.0687,Stockholm,SE
176.220.0.167,39.9086,41.2769,Erzurum,TR
74.125.218.225,41.2563,-95.9404,Omaha,US
91.93.237.143,41.0138,28.9497,Istanbul,TR
46.197.241.4,37.1811,33.215,Karaman,TR
176.235.75.196,40.1956,29.0601,Bursa,TR
85.99.176.72,41.0138,28.9497,Istanbul,TR
188.58.25.99,38.4127,27.1384,İzmir,TR
172.93.148.174,42.8865,-78.8784,Buffalo,US
109.228.221.181,37.8874,41.1322,Batman,TR
88.230.89.239,41.0138,28.9497,Istanbul,TR
35.87.96.91,45.8399,-119.7006,Boardman,US
178.233.93.111,37.0594,37.3825,Gaziantep,TR
170.205.30.137,34.0522,-118.2437,Los Angeles,US
88.233.104.104,38.3725,34.0254,Aksaray,TR
212.174.173.76,41.0138,28.9497,Istanbul,TR
37.130.110.156,41.0138,28.9497,Istanbul,TR
81.214.167.228,41.0138,28.9497,Istanbul,TR
170.205.30.136,34.0522,-118.2437,Los Angeles,US
170.205.30.90,34.0522,-118.2437,Los Angeles,US
88.243.153.253,41.0138,28.9497,Istanbul,TR
92.44.185.88,40.1956,29.0601,Bursa,TR
95.0.225.179,38.4127,27.1384,İzmir,TR
176.235.136.130,41.0138,28.9497,Istanbul,TR
46.106.62.248,41.0138,28.9497,Istanbul,TR
162.120.188.47,41.0138,28.9497,Istanbul,TR
85.110.92.237,39.9199,32.8543,Ankara,TR
88.242.99.149,39.4242,29.9833,Kütahya,TR
91.93.225.41,41.0138,28.9497,Istanbul,TR
176.227.93.143,40.1956,29.0601,Bursa,TR
185.254.93.79,37.0594,37.3825,Gaziantep,TR
78.166.109.142,39.4242,29.9833,Kütahya,TR
176.237.220.194,37.1671,38.7939,Şanlıurfa,TR
88.245.18.170,41.0138,28.9497,Istanbul,TR
95.8.21.216,41.0138,28.9497,Istanbul,TR
23.137.105.222,39.13,-94.5622,North Kansas City,US
162.120.187.222,41.0138,28.9497,Istanbul,TR
170.205.30.98,34.0522,-118.2437,Los Angeles,US
88.255.37.214,39.9199,32.8543,Ankara,TR
176.220.220.79,40.1956,29.0601,Bursa,TR
95.5.98.101,38.4127,27.1384,İzmir,TR
72.14.199.204,45.5946,-121.1787,The Dalles,US
5.176.148.56,39.9199,32.8543,Ankara,TR
37.154.8.28,36.9862,35.3253,Adana,TR
88.236.111.58,39.9086,41.2769,Erzurum,TR
88.255.175.139,41.0138,28.9497,Istanbul,TR
178.240.13.151,41.0138,28.9497,Istanbul,TR
78.42.72.155,49.3972,8.5336,Brühl,DE
81.213.156.115,39.9199,32.8543,Ankara,TR
212.156.81.146,38.3725,34.0254,Aksaray,TR
154.28.229.98,39.0437,-77.4875,Ashburn,US
5.27.7.74,39.9199,32.8543,Ankara,TR
195.174.125.140,41.0138,28.9497,Istanbul,TR
78.190.51.67,40.9778,37.8905,Ordu,TR
178.170.157.90,39.9199,32.8543,Ankara,TR
185.11.15.132,41.0138,28.9497,Istanbul,TR
176.33.103.254,36.9862,35.3253,Adana,TR
140.248.36.54,52.5244,13.4105,Berlin,DE
178.240.208.137,41.0138,28.9497,Istanbul,TR
88.230.46.73,38.7322,35.4853,Kayseri,TR
31.206.103.132,36.9081,30.6956,Antalya,TR
178.233.143.242,37.8713,32.4846,Konya,TR
149.86.128.147,37.8842,32.4922,Selçuklu,TR
78.173.8.208,38.4946,43.3832,Van,TR
46.106.124.51,41.0138,28.9497,Istanbul,TR
31.223.48.224,41.0138,28.9497,Istanbul,TR
78.187.138.248,41.005,39.7269,Trabzon,TR
84.195.117.138,51.0366,5.2801,Heusden,BE
212.154.66.93,41.0138,28.9497,Istanbul,TR
66.249.92.12,35.2271,-80.8431,Charlotte,US
188.57.132.126,36.9862,35.3253,Adana,TR
178.233.137.168,39.9086,41.2769,Erzurum,TR
85.96.17.104,41.0138,28.9497,Istanbul,TR
23.137.105.228,39.13,-94.5622,North Kansas City,US
78.167.107.236,40.5999,33.6153,Çankırı,TR
31.206.135.18,39.9199,32.8543,Ankara,TR
178.233.4.202,41.0138,28.9497,Istanbul,TR
31.206.100.98,36.9081,30.6956,Antalya,TR
23.137.105.96,39.13,-94.5622,North Kansas City,US
188.132.207.4,36.8392,36.2302,Dörtyol,TR
162.120.188.175,41.0138,28.9497,Istanbul,TR
78.164.105.202,38.4946,43.3832,Van,TR
78.187.16.205,41.2798,36.3361,Samsun,TR
178.233.52.153,41.2798,36.3361,Samsun,TR
176.220.141.152,38.4127,27.1384,İzmir,TR
78.180.50.134,41.0138,28.9497,Istanbul,TR
178.246.240.186,39.9199,32.8543,Ankara,TR
213.14.12.210,41.0138,28.9497,Istanbul,TR
95.65.223.228,41.2049,32.6277,Karabük,TR
88.255.103.50,41.0138,28.9497,Istanbul,TR
5.25.160.85,38.4127,27.1384,İzmir,TR
78.175.226.56,39.9199,32.8543,Ankara,TR
81.214.165.205,41.0138,28.9497,Istanbul,TR
23.137.105.244,39.13,-94.5622,North Kansas City,US
46.1.29.216,36.9862,35.3253,Adana,TR
104.28.231.231,21.4901,39.1862,Jeddah,SA
104.28.199.231,21.4901,39.1862,Jeddah,SA
95.0.51.254,39.9199,32.8543,Ankara,TR
95.65.222.197,41.2049,32.6277,Karabük,TR
84.44.85.95,40.8344,29.4,Çayırova,TR
176.33.71.188,41.0138,28.9497,Istanbul,TR
78.189.152.123,38.4127,27.1384,İzmir,TR
176.216.118.0,38.4127,27.1384,İzmir,TR
176.88.140.87,41.0138,28.9497,Istanbul,TR
88.231.190.94,37.8874,41.1322,Batman,TR
176.219.138.204,41.0138,28.9497,Istanbul,TR
78.186.72.251,39.9199,32.8543,Ankara,TR
46.2.171.252,41.2863,27.9994,Çerkezköy,TR
91.141.48.198,48.2085,16.3721,Vienna,AT
77.67.230.16,38.4946,43.3832,Van,TR
217.121.14.208,52.555,5.9111,Kampen,NL
5.229.109.75,38.7322,35.4853,Kayseri,TR
217.131.100.36,39.9199,32.8543,Ankara,TR
176.240.14.110,37.8713,32.4846,Konya,TR
176.88.80.210,41.0138,28.9497,Istanbul,TR
77.161.31.248,52.374,4.8897,Amsterdam,NL
37.155.187.17,37.9136,40.2172,Diyarbakır,TR
88.244.99.78,41.0138,28.9497,Istanbul,TR
176.220.209.54,40.1956,29.0601,Bursa,TR
23.137.105.219,39.13,-94.5622,North Kansas City,US
46.106.80.26,37.1671,38.7939,Şanlıurfa,TR
95.10.180.128,40.1956,29.0601,Bursa,TR
23.137.105.230,39.13,-94.5622,North Kansas City,US
88.233.139.118,41.0138,28.9497,Istanbul,TR
176.220.211.19,40.1956,29.0601,Bursa,TR
178.233.220.79,41.0138,28.9497,Istanbul,TR
176.41.42.251,38.4127,27.1384,İzmir,TR
178.240.203.75,41.0138,28.9497,Istanbul,TR
78.187.238.27,37.9136,40.2172,Diyarbakır,TR
46.1.29.143,37.1671,38.7939,Şanlıurfa,TR
178.233.41.112,37.7742,29.0875,Denizli,TR
88.234.237.179,37.7644,30.5522,Isparta,TR
81.215.235.137,41.0138,28.9497,Istanbul,TR
151.250.75.215,38.4127,27.1384,İzmir,TR
212.156.156.22,40.765,29.9293,İzmit,TR
46.221.92.134,39.9199,32.8543,Ankara,TR
151.135.125.23,41.0138,28.9497,Istanbul,TR
23.137.105.155,39.13,-94.5622,North Kansas City,US
37.154.57.160,38.7322,35.4853,Kayseri,TR
62.248.106.150,39.7767,30.5206,Eskişehir,TR
23.137.105.227,39.13,-94.5622,North Kansas City,US
88.242.65.184,40.1956,29.0601,Bursa,TR
85.105.175.84,41.0138,28.9497,Istanbul,TR
176.220.215.118,40.1956,29.0601,Bursa,TR
176.88.97.131,39.9199,32.8543,Ankara,TR
196.251.71.190,52.374,4.8897,Amsterdam,NL
46.221.0.20,40.2764,29.3783,Gölcük,TR
31.223.98.31,41.0138,28.9497,Istanbul,TR
212.174.27.2,39.9199,32.8543,Ankara,TR
78.173.5.98,38.4946,43.3832,Van,TR
31.155.221.182,41.1607,27.8009,Çorlu,TR
78.189.26.2,41.0138,28.9497,Istanbul,TR
85.107.63.152,41.2049,32.6277,Karabük,TR
88.255.232.183,37.7742,29.0875,Denizli,TR
188.3.55.126,41.0138,28.9497,Istanbul,TR
88.236.96.192,39.9086,41.2769,Erzurum,TR
149.34.216.41,41.0138,28.9497,Istanbul,TR
5.176.53.180,36.9081,30.6956,Antalya,TR
91.90.143.7,32.0809,34.7806,Tel Aviv,IL
78.190.158.94,41.0138,28.9497,Istanbul,TR
46.196.221.165,39.9199,32.8543,Ankara,TR
170.205.30.56,34.0522,-118.2437,Los Angeles,US
213.186.158.109,37.0742,36.2478,Osmaniye,TR
88.230.71.115,41.0138,28.9497,Istanbul,TR
188.57.89.24,40.1956,29.0601,Bursa,TR
176.88.23.201,36.9862,35.3253,Adana,TR
85.97.136.226,41.0138,28.9497,Istanbul,TR
176.88.128.22,41.0138,28.9497,Istanbul,TR
162.120.187.47,41.0138,28.9497,Istanbul,TR
98.113.97.189,40.7143,-74.006,New York City,US
94.54.108.180,37.8713,32.4846,Konya,TR
157.230.198.17,37.3483,-121.9844,Santa Clara,US
46.104.18.246,41.0138,28.9497,Istanbul,TR
151.135.80.170,41.0138,28.9497,Istanbul,TR
95.0.67.83,39.9199,32.8543,Ankara,TR
31.223.57.136,41.0138,28.9497,Istanbul,TR
176.90.171.214,37.9136,40.2172,Diyarbakır,TR
45.11.203.63,39.9199,32.8543,Ankara,TR
176.88.177.250,37.1671,38.7939,Şanlıurfa,TR
159.146.74.145,41.0138,28.9497,Istanbul,TR
24.133.192.70,41.6772,26.556,Edirne,TR
176.238.19.178,40.1956,29.0601,Bursa,TR
95.6.104.132,39.1458,34.1639,Kırşehir,TR
88.227.89.108,37.9136,40.2172,Diyarbakır,TR
192.178.10.45,33.749,-84.388,Atlanta,US
78.142.33.17,43.8167,27.15,Dulovo,BG
88.236.119.198,38.6743,39.2232,Elazığ,TR
81.213.81.5,37.9658,34.6793,Niğde,TR
37.154.99.93,36.9862,35.3253,Adana,TR
88.228.92.189,40.655,29.2769,Yalova,TR
88.242.128.91,38.612,27.4265,Manisa,TR
46.155.235.222,36.9862,35.3253,Adana,TR
94.54.241.210,41.0138,28.9497,Istanbul,TR
78.186.91.157,37.8713,32.4846,Konya,TR
78.173.50.32,38.4946,43.3832,Van,TR
178.241.164.84,36.9862,35.3253,Adana,TR
78.167.60.119,39.9199,32.8543,Ankara,TR
88.242.70.119,40.1956,29.0601,Bursa,TR
104.196.65.60,32.8546,-79.9748,North Charleston,US
85.106.174.21,37.9136,40.2172,Diyarbakır,TR
85.106.196.38,41.005,39.7269,Trabzon,TR
88.229.151.41,41.6358,32.3375,Bartın,TR
194.37.92.32,36.9862,35.3253,Adana,TR
88.240.28.226,37.0742,36.2478,Osmaniye,TR
185.177.229.27,50.1155,8.6842,Frankfurt am Main,DE
159.146.66.223,41.0138,28.9497,Istanbul,TR
170.205.30.84,34.0522,-118.2437,Los Angeles,US
88.249.63.142,37.0594,37.3825,Gaziantep,TR
85.109.76.38,37.5118,38.3116,Akyazı,TR
176.237.255.84,38.4946,43.3832,Van,TR
159.146.88.168,40.1555,26.4127,Çanakkale,TR
195.174.125.7,41.0138,28.9497,Istanbul,TR
104.28.217.210,38.4127,27.1384,İzmir,TR
5.229.99.242,36.9081,30.6956,Antalya,TR
93.211.108.22,51.8909,10.1785,Seesen,DE
170.205.30.86,34.0522,-118.2437,Los Angeles,US
162.120.188.174,41.0138,28.9497,Istanbul,TR
104.28.62.42,52.5244,13.4105,Berlin,DE
149.86.141.162,37.8842,32.4922,Selçuklu,TR
46.2.99.160,41.0138,28.9497,Istanbul,TR
146.19.215.191,49.4453,11.0222,Nürnberg,DE
95.5.7.240,41.0138,28.9497,Istanbul,TR
176.238.217.162,39.9199,32.8543,Ankara,TR
31.142.65.150,38.4127,27.1384,İzmir,TR
94.120.120.59,37.0594,37.3825,Gaziantep,TR
212.253.210.110,38.4127,27.1384,İzmir,TR
176.219.174.226,37.8713,32.4846,Konya,TR
195.175.207.198,41.0138,28.9497,Istanbul,TR
95.70.243.30,40.7806,30.4033,Adapazarı,TR
195.174.133.237,41.0138,28.9497,Istanbul,TR
212.2.212.152,41.0138,28.9497,Istanbul,TR
195.174.125.182,41.0138,28.9497,Istanbul,TR
185.146.115.78,40.5897,49.6686,Sumqayıt,AZ
88.255.37.213,39.9199,32.8543,Ankara,TR
81.215.239.167,41.0138,28.9497,Istanbul,TR
46.2.225.133,41.0138,28.9497,Istanbul,TR
95.161.221.219,59.9386,30.3141,Saint Petersburg,RU
88.249.221.36,41.0138,28.9497,Istanbul,TR
23.137.105.245,39.13,-94.5622,North Kansas City,US
212.156.249.2,38.1942,33.8951,Armutlu,TR
37.155.200.207,39.9199,32.8543,Ankara,TR
85.100.140.93,37.0594,37.3825,Gaziantep,TR
66.249.93.77,50.8505,4.3488,Brussels,BE
95.5.189.64,41.0138,28.9497,Istanbul,TR
192.178.10.32,33.749,-84.388,Atlanta,US
178.246.67.86,36.9862,35.3253,Adana,TR
5.47.137.183,41.0138,28.9497,Istanbul,TR
149.140.40.152,38.4127,27.1384,İzmir,TR
80.187.102.232,50.1155,8.6842,Frankfurt am Main,DE
78.161.142.194,38.3725,34.0254,Aksaray,TR
78.177.161.73,41.0138,28.9497,Istanbul,TR
88.249.223.185,41.0138,28.9497,Istanbul,TR
178.233.216.129,41.0138,28.9497,Istanbul,TR
31.145.250.254,36.6404,29.1276,Fethiye,TR
78.190.179.126,37.7742,29.0875,Denizli,TR
88.238.13.232,41.005,39.7269,Trabzon,TR
5.27.26.4,38.4127,27.1384,İzmir,TR
213.74.253.125,38.2397,32.2114,Kadınhanı,TR
176.240.217.170,41.0138,28.9497,Istanbul,TR
176.54.53.237,41.0138,28.9497,Istanbul,TR
213.14.224.165,41.0138,28.9497,Istanbul,TR
78.174.74.236,37.5847,36.9264,Kahramanmaraş,TR
88.238.34.91,36.812,34.6389,Mersin,TR
176.240.225.47,40.1956,29.0601,Bursa,TR
78.186.97.81,39.1465,42.5354,Malazgirt,TR
176.42.27.221,39.9199,32.8543,Ankara,TR
23.137.105.253,39.13,-94.5622,North Kansas City,US
178.243.127.42,41.0138,28.9497,Istanbul,TR
78.173.143.91,40.6533,35.8331,Amasya,TR
176.240.149.225,37.0594,37.3825,Gaziantep,TR
78.169.233.65,40.5999,33.6153,Çankırı,TR
24.133.236.254,41.0138,28.9497,Istanbul,TR
37.154.89.204,36.9862,35.3253,Adana,TR
78.174.221.254,41.0138,28.9497,Istanbul,TR
212.156.146.6,41.0138,28.9497,Istanbul,TR
94.54.237.67,41.0138,28.9497,Istanbul,TR
95.13.140.222,37.7203,30.2908,Burdur,TR
104.28.248.174,39.9199,32.8543,Ankara,TR
78.163.178.225,37.8713,32.4846,Konya,TR
176.237.20.173,41.0138,28.9497,Istanbul,TR
2.58.141.2,39.9199,32.8543,Ankara,TR
188.132.160.17,41.0138,28.9497,Istanbul,TR
78.173.54.126,38.4946,43.3832,Van,TR
83.217.213.120,55.7522,37.6156,Moscow,RU
195.174.124.135,41.0138,28.9497,Istanbul,TR
149.34.216.133,41.0138,28.9497,Istanbul,TR
188.3.64.216,38.3502,38.3167,Malatya,TR
78.190.200.65,40.9781,27.511,Tekirdağ,TR
140.248.36.55,52.5244,13.4105,Berlin,DE
78.187.105.167,39.7767,30.5206,Eskişehir,TR
195.245.227.214,39.9199,32.8543,Ankara,TR
46.197.8.156,41.0138,28.9497,Istanbul,TR
31.206.0.247,39.9199,32.8543,Ankara,TR
88.242.121.38,39.4242,29.9833,Kütahya,TR
78.161.229.90,40.5489,34.9533,Çorum,TR
94.235.234.135,36.9862,35.3253,Adana,TR
92.247.46.186,42.6975,23.3241,Sofia,BG
46.154.254.21,39.9199,32.8543,Ankara,TR
95.85.107.96,37.95,58.3833,Ashgabat,TM
95.7.142.15,39.9199,32.8543,Ankara,TR
176.240.98.110,37.8713,32.4846,Konya,TR
57.141.0.15,39.0062,-77.4286,Sterling,US
159.146.84.108,38.7322,35.4853,Kayseri,TR
88.236.0.235,36.2679,36.5675,Reyhanlı,TR
176.54.180.247,38.4127,27.1384,İzmir,TR
95.12.124.156,36.9081,30.6956,Antalya,TR
46.106.177.188,39.9199,32.8543,Ankara,TR
194.156.238.125,41.0138,28.9497,Istanbul,TR
86.82.36.220,51.965,6.2889,Doetinchem,NL
31.145.149.6,40.0781,29.5133,İnegol,TR
31.155.18.120,41.0138,28.9497,Istanbul,TR
66.249.93.76,50.8505,4.3488,Brussels,BE
91.93.137.57,38.4127,27.1384,İzmir,TR
178.243.13.168,41.0138,28.9497,Istanbul,TR
57.141.0.7,39.0062,-77.4286,Sterling,US
23.137.105.242,39.13,-94.5622,North Kansas City,US
85.99.125.39,39.9199,32.8543,Ankara,TR
212.156.93.206,37.5139,42.4543,Şırnak,TR
78.246.62.81,45.8875,0.9016,Saint-Junien,FR
149.86.141.144,37.8842,32.4922,Selçuklu,TR
212.154.21.156,41.1607,27.8009,Çorlu,TR
5.177.138.43,41.2508,32.6942,Safranbolu,TR
85.127.100.140,48.2085,16.3721,Vienna,AT
93.157.191.145,38.2059,37.1983,Elbistan,TR
95.10.86.65,39.9199,32.8543,Ankara,TR
176.240.25.114,39.7767,30.5206,Eskişehir,TR
176.238.249.174,39.9199,32.8543,Ankara,TR
188.57.101.182,41.0138,28.9497,Istanbul,TR
213.194.86.74,40.765,29.9293,İzmit,TR
185.204.72.16,41.0138,28.9497,Istanbul,TR
85.100.74.74,37.7742,29.0875,Denizli,TR
72.14.201.32,41.0138,28.9497,Istanbul,TR
170.205.30.66,34.0522,-118.2437,Los Angeles,US
23.137.105.223,39.13,-94.5622,North Kansas City,US
88.225.216.202,36.9081,30.6956,Antalya,TR
188.119.26.21,37.3348,41.8894,İdil,TR
162.120.187.46,41.0138,28.9497,Istanbul,TR
5.24.50.117,41.0138,28.9497,Istanbul,TR
94.235.239.81,36.9862,35.3253,Adana,TR
195.142.210.200,38.3014,29.7386,Çivril,TR
88.235.215.91,39.9199,32.8543,Ankara,TR
109.228.200.195,41.0138,28.9497,Istanbul,TR
46.104.17.250,41.0138,28.9497,Istanbul,TR
194.27.118.1,40.1956,29.0601,Bursa,TR
78.190.148.63,41.0138,28.9497,Istanbul,TR
82.222.237.60,40.1956,29.0601,Bursa,TR
170.205.30.97,34.0522,-118.2437,Los Angeles,US
78.170.211.136,37.0742,36.2478,Osmaniye,TR
57.141.0.12,39.0062,-77.4286,Sterling,US
151.135.224.131,38.4127,27.1384,İzmir,TR
176.33.70.56,41.0138,28.9497,Istanbul,TR
88.242.240.111,39.8453,33.5064,Kırıkkale,TR
176.0.1.187,52.5244,13.4105,Berlin,DE
46.1.184.148,41.0138,28.9497,Istanbul,TR
193.186.4.35,41.0138,28.9497,Istanbul,TR
212.156.129.250,41.0138,28.9497,Istanbul,TR
141.227.164.71,48.2167,16.4,Vienna,AT
178.241.138.167,36.9862,35.3253,Adana,TR
95.0.196.111,39.9199,32.8543,Ankara,TR
162.120.187.175,41.0138,28.9497,Istanbul,TR
178.247.68.20,40.1956,29.0601,Bursa,TR
78.187.12.233,36.9081,30.6956,Antalya,TR
178.246.68.16,36.812,34.6389,Mersin,TR
78.180.35.85,36.812,34.6389,Mersin,TR
88.238.9.83,41.005,39.7269,Trabzon,TR
